Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2023,California,Solano,Surgical Site Infections (SSI),All procedures,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",728,5,4.9,1.02,0.37,2.26,Same,No,,
2023,California,Solano,Surgical Site Infections (SSI),Appendix surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",47,0,0.12,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.04,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Colon surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",56,2,1.27,1.58,0.26,5.2,Same,No,0.7,
2023,California,Solano,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",61,0,0.32,0,0,11.6,Same,Yes,2.79,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Gallbladder surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",82,0,0.25,0,0,14.7,Same,Yes,,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Gastric surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",12,1,0.09,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Hip prosthesis,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",113,0,0.77,0,0,4.82,Same,Yes,1.62,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Kidney surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Knee prosthesis,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",154,2,0.56,3.55,0.43,12.81,Same,No,1.76,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Laminectomy,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.08,,,,,,0,
2023,California,Solano,Surgical Site Infections (SSI),Open reduction of fracture,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",52,0,0.42,0,0,8.72,Same,Yes,0,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Pacemaker surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",18,0,0.03,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Rectal surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",13,0,0.19,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Small bowel surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",29,0,0.55,0,0,6.66,Same,Yes,4.37,\ See Data Dictionary
2023,California,Solano,Surgical Site Infections (SSI),Spinal fusion,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",36,0,0.16,,,,,,0,
2023,California,Solano,Surgical Site Infections (SSI),Spleen surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Solano,Surgical Site Infections (SSI),Thoracic surgery,110000068,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",22,0,0.05,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),All procedures,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,608,5,3.15,1.59,0.58,3.52,Same,No,,
2023,California,Mendocino,Surgical Site Infections (SSI),Appendix surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,40,0,0.15,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Cesarean section,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,156,1,0.26,3.82,0.1,21.27,Same,No,,\ See Data Dictionary
2023,California,Mendocino,Surgical Site Infections (SSI),Colon surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,47,1,0.78,1.29,0.03,7.16,Same,No,0,\ See Data Dictionary
2023,California,Mendocino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,60,1,0.32,3.12,0.08,17.36,Same,No,0,\ See Data Dictionary
2023,California,Mendocino,Surgical Site Infections (SSI),Gallbladder surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,58,0,0.17,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Gastric surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,58,0,0.25,0,0,14.64,Same,Yes,,\ See Data Dictionary
2023,California,Mendocino,Surgical Site Infections (SSI),Hip prosthesis,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,18,1,0.11,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,24,1,0.12,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Kidney surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Knee prosthesis,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,33,0,0.12,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Open reduction of fracture,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,12,0,0.07,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Ovarian surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,10,0,0.01,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Pacemaker surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,5,0,0.01,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Rectal surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,8,0,0.15,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Small bowel surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,22,0,0.4,0,0,9.25,Same,Yes,,\ See Data Dictionary
2023,California,Mendocino,Surgical Site Infections (SSI),Spleen surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2023,California,Mendocino,Surgical Site Infections (SSI),Thoracic surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Major Teaching,48,0,0.15,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),All procedures,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,1831,25,10.97,2.28,1.51,3.32,Worse,No,,
2023,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,118,0,0.4,0,0,9.25,Same,Yes,0,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Cesarean section,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,559,8,1.72,4.66,2.17,8.86,Worse,No,3.36,
2023,California,Sonoma,Surgical Site Infections (SSI),Colon surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,142,6,3.06,1.96,0.8,4.08,Same,No,0.69,
2023,California,Sonoma,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,123,2,0.59,3.37,0.41,12.16,Same,No,0,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Gallbladder surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,208,1,0.65,1.53,0.04,8.55,Same,No,0,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Gastric surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,18,0,0.22,0,0,17,Same,Yes,0,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Hip prosthesis,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,222,3,1.17,2.57,0.66,7,Same,No,3.11,
2023,California,Sonoma,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Kidney surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,8,0,0.03,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Knee prosthesis,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,151,5,0.89,5.62,1.83,13.13,Worse,No,1.92,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Open reduction of fracture,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,116,0,0.77,0,0,4.77,Same,Yes,1.6,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Ovarian surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,19,0,0.02,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Pacemaker surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,53,0,0.08,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Rectal surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,17,0,0.29,0,0,12.63,Same,Yes,,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Small bowel surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,54,0,0.95,0,0,3.88,Same,Yes,0,\ See Data Dictionary
2023,California,Sonoma,Surgical Site Infections (SSI),Spleen surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2023,California,Sonoma,Surgical Site Infections (SSI),Thoracic surgery,110000508,Kaiser Foundation Hospital - Santa Rosa,Acute Care Hospital,Major Teaching,11,0,0.05,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),All procedures,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",684,14,4.88,2.87,1.63,4.7,Worse,No,,
2023,California,Marin,Surgical Site Infections (SSI),Appendix surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",60,0,0.2,,,,,,0,
2023,California,Marin,Surgical Site Infections (SSI),Colon surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",108,4,1.94,2.06,0.66,4.98,Same,No,0.95,
2023,California,Marin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",57,5,0.28,17.86,5.8,41.67,Worse,No,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Gallbladder surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",100,0,0.42,0,0,8.85,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Gastric surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Hip prosthesis,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",122,2,0.74,2.72,0.33,9.82,Same,No,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",9,0,0.08,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Kidney surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",12,0,0.04,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Knee prosthesis,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",66,0,0.21,0,0,17.32,Same,Yes,1.75,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Open reduction of fracture,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",62,1,0.32,3.1,0.08,17.25,Same,No,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Ovarian surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",7,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Pacemaker surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",43,0,0.06,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Rectal surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",5,0,0.1,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Small bowel surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",26,2,0.45,4.49,0.54,16.24,Same,No,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Thoracic surgery,110000944,Kaiser Foundation Hospital - San Rafael,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),All procedures,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1920,4,8.98,0.45,0.14,1.07,Same,Yes,,
2023,California,Marin,Surgical Site Infections (SSI),Appendix surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",92,1,0.26,3.85,0.1,21.43,Same,No,,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.03,,,,,,0,
2023,California,Marin,Surgical Site Infections (SSI),Cardiac surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.06,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Cesarean section,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",312,0,0.23,0,0,15.76,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Colon surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",78,0,1.81,0,0,1.66,Same,Yes,0,
2023,California,Marin,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",33,0,0.21,0,0,17.4,Same,Yes,,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",60,0,0.29,0,0,12.55,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Gallbladder surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",68,0,0.13,,,,,,0,
2023,California,Marin,Surgical Site Infections (SSI),Gastric surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.15,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Hip prosthesis,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",265,0,1.12,0,0,2.68,Same,Yes,1.19,
2023,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,1,0.17,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,1,0.06,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Kidney surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",35,0,0.12,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Knee prosthesis,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",284,0,0.95,0,0,3.88,Same,Yes,4.56,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Laminectomy,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",139,0,0.43,0,0,8.62,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Open reduction of fracture,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",138,1,0.82,1.22,0.03,6.8,Same,No,1.69,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Ovarian surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Pacemaker surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",96,0,0.15,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Rectal surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.17,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Small bowel surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",35,0,0.62,0,0,5.95,Same,Yes,2.65,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Spinal fusion,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",134,0,1.14,0,0,2.63,Same,Yes,1.27,
2023,California,Marin,Surgical Site Infections (SSI),Spleen surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Thoracic surgery,110000953,Marinhealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.04,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),All procedures,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",552,1,2.02,0.5,0.03,2.44,Same,Yes,,
2023,California,Marin,Surgical Site Infections (SSI),Appendix surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",28,0,0.06,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Colon surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.27,0,0,13.76,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",28,0,0.1,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Gallbladder surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",30,0,0.08,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Gastric surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.03,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Hip prosthesis,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",158,1,0.5,2.02,0.05,11.23,Same,No,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Knee prosthesis,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",159,0,0.37,0,0,10.11,Same,Yes,0,\ See Data Dictionary
2023,California,Marin,Surgical Site Infections (SSI),Open reduction of fracture,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.11,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Ovarian surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Rectal surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.1,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Small bowel surgery,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.18,,,,,,,
2023,California,Marin,Surgical Site Infections (SSI),Spinal fusion,110000982,Novato Community Hospital,Acute Care Hospital,"Community, <125 Beds",81,0,0.21,0,0,17.74,Same,Yes,,\ See Data Dictionary
2023,California,Kern,Surgical Site Infections (SSI),All procedures,120000319,Good Samaritan Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.11,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Colon surgery,120000319,Good Samaritan Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.03,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120000319,Good Samaritan Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Gallbladder surgery,120000319,Good Samaritan Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.01,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Small bowel surgery,120000319,Good Samaritan Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.07,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),All procedures,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",361,0,1.01,0,0,2.96,Same,Yes,,
2023,California,Kern,Surgical Site Infections (SSI),Appendix surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",38,0,0.11,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Cesarean section,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",157,0,0.16,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Colon surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",4,0,0.09,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",13,0,0.06,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Gallbladder surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",30,0,0.05,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Gastric surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",32,0,0.11,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Hip prosthesis,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",13,0,0.06,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),"Hysterectomy, abdominal",120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",13,0,0.08,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),"Hysterectomy, vaginal",120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",5,0,0.02,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Knee prosthesis,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",32,0,0.1,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Open reduction of fracture,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Ovarian surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",10,0,0.01,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Rectal surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),Small bowel surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",7,0,0.15,,,,,,0,
2023,California,Kern,Surgical Site Infections (SSI),Thoracic surgery,120000336,Adventist Health Delano,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,,,
2023,California,Kern,Surgical Site Infections (SSI),All procedures,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,3558,19,18.01,1.06,0.65,1.62,Same,No,,
2023,California,Kern,Surgical Site Infections (SSI),Appendix surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,158,0,0.83,0,0,4.43,Same,Yes,0,\ See Data Dictionary
2023,California,Kern,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,16,1,0.42,2.36,0.06,13.14,Same,No,0,\ See Data Dictionary
2023,California,Kern,Surgical Site Infections (SSI),Cardiac surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,73,0,0.26,0,0,14.13,Same,Yes,3.24,\ See Data Dictionary
2023,California,Kern,Surgical Site Infections (SSI),Cesarean section,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,956,0,1.43,0,0,2.1,Same,Yes,0,
2023,California,Kern,Surgical Site Infections (SSI),Colon surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,117,5,2.67,1.87,0.69,4.15,Same,No,0,
2023,California,Kern,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Major Teaching,59,3,0.56,5.36,1.11,15.66,Worse,No,,\ See Data Dictionary
